0,6.101399e-10,3.2083958e-12,2.2027863e-10,1.3131111e-09,2.1337182e-11,6.0882976e-10,1.0,7.4577705e-11,2.063196e-08,9.995054e-10,7.9803264e-10
1,3.8718e-09,2.46077e-09,1.1337089e-06,1.8058035e-08,1.2296027e-10,1.8237266e-08,1.1682116e-08,2.2294616e-08,0.9999987,3.1743653e-12,1.6358453e-11
2,1.11491145e-08,1.1206396e-09,2.1354571e-09,1.6490969e-08,2.7794098e-08,0.99999917,1.7275129e-07,8.994245e-09,8.4841496e-08,7.153807e-08,3.9504073e-07
3,3.1535725e-09,2.2501698e-09,3.4567229e-06,5.9423925e-08,2.4924661e-08,7.0590175e-07,0.99983406,3.7837022e-09,0.00016176353,8.983944e-10,1.85218e-08
4,3.8173216e-09,1.1724932e-10,1.3758381e-11,6.681634e-11,4.3091654e-12,1.377403e-11,2.442543e-07,9.9768e-11,3.1422972e-12,0.99999976,1.6493926e-09
5,2.0687062e-10,5.309301e-11,9.561368e-10,1.8042296e-07,1.04611315e-08,7.1914356e-11,3.7008306e-11,0.99999976,1.3399989e-08,6.8693704e-11,1.7267604e-08
6,1.2573524e-10,1.593038e-11,8.599552e-12,1.6378124e-09,4.2365163e-14,4.9145576e-10,0.9999999,1.3854553e-11,1.2757317e-07,7.362983e-12,9.874321e-12
7,2.7599751e-06,1.7178369e-05,6.9729214e-07,2.21943e-05,2.2082697e-05,6.0501044e-08,7.68613e-06,1.899211e-06,1.5945611e-08,0.9999049,2.0526273e-05
8,1.3675995e-07,1.1243346e-05,8.187711e-07,2.116008e-06,0.99987006,3.415046e-06,1.7888228e-08,3.549129e-06,2.9080796e-08,7.356421e-06,0.00010134948
9,1.5782921e-10,4.8528268e-11,7.297194e-11,1.965798e-10,3.7581868e-11,2.652563e-12,2.419044e-13,1.0,3.0320324e-09,2.1283394e-12,8.433881e-12
10,2.6324003e-09,2.420797e-09,1.28497755e-08,1.7051482e-07,1.12484905e-07,1.1113487e-09,8.155834e-11,0.9999995,2.0242129e-07,4.762942e-10,1.9749049e-08
11,1.05037104e-10,2.0954677e-11,6.375998e-12,3.695103e-12,1.13848445e-11,3.3971285e-12,4.716352e-10,1.3842635e-12,2.1988318e-14,1.0,1.7328346e-12
12,4.4392732e-07,3.260541e-07,2.6542047e-08,3.021839e-08,0.00068407203,0.999236,3.1493934e-07,1.8692392e-06,1.207506e-06,1.5373253e-05,6.034154e-05
13,0.9999553,2.1691633e-06,4.5774777e-07,9.02396e-08,2.6741204e-06,3.8303162e-05,8.010061e-09,2.6438673e-07,7.0971976e-07,2.4200437e-09,4.766896e-09
14,3.6504674e-11,1.8629753e-12,2.020682e-13,2.493795e-10,4.3315893e-08,3.3557022e-11,1.0498303e-10,6.2419243e-09,6.9455977e-12,3.698348e-11,1.0
15,1.8554363e-07,1.0022027e-08,2.1856494e-08,1.6659635e-08,1.6263261e-08,1.1970974e-09,8.349992e-11,0.9999994,3.3807333e-07,1.962823e-09,2.1633625e-10
16,6.0528756e-11,1.1931078e-11,6.609537e-11,1.1060294e-08,3.07777e-10,2.939594e-12,3.5505984e-12,1.0,3.7413903e-09,7.76561e-12,1.1398241e-09
17,1.4347528e-11,5.68557e-13,1.3243674e-12,5.5666756e-09,5.216109e-09,1.1358872e-09,5.963736e-09,2.2402103e-08,1.1920075e-10,5.5347316e-10,1.0
18,4.0915383e-13,1.1661823e-12,9.156892e-13,9.287828e-10,3.7952728e-07,2.6765226e-10,1.622523e-10,4.3866866e-08,2.0386148e-11,1.3876171e-09,0.99999964
